SYMBOL,DESCRIPTION,ticker,cik,TICKER,CIK
MNSBP,MAINSTREET BANCSHARES INC PFD ,MNSBP,CIK0001693577,MNSBP,CIK0001693577
MASN,MAISON LUXE INC,MASN,CIK0001486452,MASN,CIK0001486452
MBUU,MALIBU BOATS INC CL A COM STK ,MBUU,CIK0001590976,MBUU,CIK0001590976
MAQCW,MAQUIA CAP ACQUISITION CORP WT,MAQCW,CIK0001844419,MAQCW,CIK0001844419
MARA,MARATHON DIGITAL HLDGS INC,MARA,CIK0001507605,MARA,CIK0001507605
GATEW,MARBLEGATE ACQ.CORP RED WT EXP,GATEW,CIK0001838513,GATEW,CIK0001838513
MMI,MARCUS & MILLICHAP INC COM STK,MMI,CIK0001578732,MMI,CIK0001578732
MCS,MARCUS CORP (THE),MCS,CIK0000062234,MCS,CIK0000062234
HZO,MARINEMAX INC (FL),HZO,CIK0001057060,HZO,CIK0001057060
MRIN,MARIN SOFTWARE INC COM STK NEW,MRIN,CIK0001389002,MRIN,CIK0001389002
MARPS,MARINE PETE TRUST UBI,MARPS,CIK0000062362,MARPS,CIK0000062362
MRZM,MARIZYME INC,MRZM,CIK0001413754,MRZM,CIK0001413754
MKL,MARKEL CORPORATION(HOLDING CO),MKL,CIK0001096343,MKL,CIK0001096343
MRKR,MARKER THERAPEUTICS INC COM,MRKR,CIK0001094038,MRKR,CIK0001094038
MKFG,MARKFORGED HLDG CORP COM,MKFG,CIK0001816613,MKFG,CIK0001816613
MKTW,MARKETWISE INC CL A COM (DE),MKTW,CIK0001805651,MKTW,CIK0001805651
MRAI,MARPAI INC,MRAI,CIK0001844392,MRAI,CIK0001844392
MMC,MARSH & MCLENNAN COS INC,MMC,CIK0000062709,MMC,CIK0000062709
MAR,MARRIOTT INT'L INC(NEW) CL A,MAR,CIK0001048286,MAR,CIK0001048286
MRVL,MARVELL TECHNOLOGY INC,MRVL,CIK0001835632,MRVL,CIK0001835632
MASI,MASIMO CORP COM STK (DE),MASI,CIK0000937556,MASI,CIK0000937556
DOOR,MASONITE INTERNATIONAL CORPORA,DOOR,CIK0000893691,DOOR,CIK0000893691
MTZ,MASTEC INC.,MTZ,CIK0000015615,MTZ,CIK0000015615
MA,MASTERCARD INCORPORATED CL A C,MA,CIK0001141391,MA,CIK0001141391
MTNB,MATINAS BIOPHARMA HLDGS INC CO,MTNB,CIK0001582554,MTNB,CIK0001582554
MATX,"MATSON, INC COM",MATX,CIK0000003453,MATX,CIK0000003453
MTTR,MATTERPORT INC COM CL A (DE),MTTR,CIK0001819394,MTTR,CIK0001819394
MXL,"MAXLINEAR, INC COMMON STOCK",MXL,CIK0001288469,MXL,CIK0001288469
MXCT,MAXCYTE INC,MXCT,CIK0001287098,MXCT,CIK0001287098
MCK,MCKESSON CORPORATION,MCK,CIK0000927653,MCK,CIK0000927653
MCLD,MCLOUD TECHNOLOGIES CORP COM N,MCLD,CIK0001756499,MCLD,CIK0001756499
STKH,STEAKHOLDER FOODS LTD. AMERICA,STKH,CIK0001828098,STKH,CIK0001828098
MBNKP,MEDALLION BK SALT LAKE CITY UT,MBNKP,CIK0001000209,MBNKP,CIK0001000209
MDVL,MEDAVAIL HLDGS INC COM (NV),MDVL,CIK0001402479,MDVL,CIK0001402479
MDIA,MEDIACO HLDG INC CL A (IN),MDIA,CIK0001784254,MDIA,CIK0001784254
MAX,MEDIAALPHA INC CL A,MAX,CIK0001818383,MAX,CIK0001818383
MPW,MEDICAL PROPERTIES TRUST INC,MPW,CIK0001287865,MPW,CIK0001287865
MDNA,MEDICENNA THERAPEUTICS CORP,MDNA,CIK0001807983,MDNA,CIK0001807983
MRM,MEDIROM HEALTHCARE TECH INC SP,MRM,CIK0001819704,MRM,CIK0001819704
MELI,MERCADOLIBRE INC COM STK (DE) ,MELI,CIK0001099590,MELI,CIK0001099590
MBWM,MERCANTILE BANK CORP,MBWM,CIK0001042729,MBWM,CIK0001042729
MBIN,MERCHANTS BANCORP IND COM,MBIN,CIK0001629019,MBIN,CIK0001629019
MRK,MERCK & CO INC;COM USD0.01,MRK,CIK0000310158,MRK,CIK0000310158
MRCY,MERCURY SYSTEMS INC COMMON STK,MRCY,CIK0001049521,MRCY,CIK0001049521
MCY,MERCURY GENERAL CORPORATION,MCY,CIK0000064996,MCY,CIK0000064996
MREO,MEREO BIOPHARMA GROUP PLC ADR ,MREO,CIK0001719714,MREO,CIK0001719714
MLNK,MERIDIANLINK INC COM,MLNK,CIK0001834494,MLNK,CIK0001834494
MACK,MERRIMACK PHARMACEUTICALS INC ,MACK,CIK0001274792,MACK,CIK0001274792
MRSN,MERSANA THERAPEUTICS INC COM,MRSN,CIK0001442836,MRSN,CIK0001442836
MLAB,MESA LABORATORIES INC,MLAB,CIK0000724004,MLAB,CIK0000724004
MSB,MESABI TRUST CTF BEN INT.,MSB,CIK0000065172,MSB,CIK0000065172
MESO,MESOBLAST LIMITED SPONSORED AD,MESO,CIK0001345099,MESO,CIK0001345099
CASH,"PATHWARD FINANCIAL, INC. COMMO",CASH,CIK0000907471,CASH,CIK0000907471
MTA,METALLA RTY & STREAM LTD COM N,MTA,CIK0001722606,MTA,CIK0001722606
MMAT,META MATERIALS INC. COMMON STO,MMAT,CIK0001431959,MMAT,CIK0001431959
MEOH,METHANEX CORP (F),MEOH,CIK0000886977,MEOH,CIK0000886977
MCB,METROPOLITAN BK HLDG CORP,MCB,CIK0001476034,MCB,CIK0001476034
CMU,MFS HIGH YIELD MUNICIPAL TR,CMU,CIK0000809844,CMU,CIK0000809844
CIF,MFS INTERMEDIATE HIGH INCOME F,CIF,CIK0000833021,CIF,CIK0000833021
MGDDY,Michelin Compagnie Generale de,MGDDY,CIK0000896076,MGDDY,CIK0000896076
MVIS,MICROVISION INC COM (WASH),MVIS,CIK0000065770,MVIS,CIK0000065770
MCHP,MICROCHIP TECHNOLOGY INC,MCHP,CIK0000827054,MCHP,CIK0000827054
MU,MICRON TECHNOLOGY INC,MU,CIK0000723125,MU,CIK0000723125
MVST,MICROVAST HLDGS INC (DE),MVST,CIK0001760689,MVST,CIK0001760689
MVSTW,MICROVAST HLDGS INC WT EXP 04/,MVSTW,CIK0001760689,MVSTW,CIK0001760689
MIDD,MIDDLEBY CORP (THE),MIDD,CIK0000769520,MIDD,CIK0000769520
MBCN,MIDDLEFIELD BANC CORP (OHIO) C,MBCN,CIK0000836147,MBCN,CIK0000836147
MSEX,MIDDLESEX WATER CO,MSEX,CIK0000066004,MSEX,CIK0000066004
MIST,MILESTONE PHARMACEUTICALS INC ,MIST,CIK0001408443,MIST,CIK0001408443
MMTRS,MILLS MUSIC TRUST UBI,MMTRS,CIK0000066496,MMTRS,CIK0000066496
MNMD,MIND MEDICINE MINDMED INC COM ,MNMD,CIK0001813814,MNMD,CIK0001813814
MIND,MIND TECHNOLOGY INC,MIND,CIK0000926423,MIND,CIK0000926423
INKT,MINK THERAPEUTICS INC COM,INKT,CIK0001840229,INKT,CIK0001840229
MIR,MIRION TECHNOLOGIES INC CL A (,MIR,CIK0001809987,MIR,CIK0001809987
MIRM,MIRUM PHARMACEUTICALS INC COM ,MIRM,CIK0001759425,MIRM,CIK0001759425
MSSMY,MISUMI GROUP INC ADR(JPN),MSSMY,CIK0001710864,MSSMY,CIK0001710864
MTLHY,MITSUBISHI CHEMICAL GROUP CORP,MTLHY,CIK0001446418,MTLHY,CIK0001446418
MUFG,MITSUBISHI UFJ FINANCIAL GROUP,MUFG,CIK0000067088,MUFG,CIK0000067088
MITUY,Mitsui Chemicals Inc Unsponsor,MITUY,CIK0001446420,MITUY,CIK0001446420
MFG,MIZUHO FINL GRP INC SPON ADR R,MFG,CIK0001335730,MFG,CIK0001335730
MIXT,MIX TELEMATICS LTD SPONSORED A,MIXT,CIK0001576914,MIXT,CIK0001576914
MGAM,MOBILE GLOBAL ESPORTS INC COM ,MGAM,CIK0001886362,MGAM,CIK0001886362
MOB,MOBILICOM LTD ADS (AUS),MOB,CIK0001898643,MOB,CIK0001898643
MOBQ,MOBIQUITY TECHNOLOGIES INC,MOBQ,CIK0001084267,MOBQ,CIK0001084267
MODD,MODULAR MED INC COM NEW,MODD,CIK0001074871,MODD,CIK0001074871
MKDTY,MOLECULAR DATA INC SPONSORED A,MKDTY,CIK0001758736,MKDTY,CIK0001758736
MNTS,MOMENTUS INC CL A (DE),MNTS,CIK0001781162,MNTS,CIK0001781162
MDLZ,MONDELEZ INTL INC;COM USD0.01 ,MDLZ,CIK0001103982,MDLZ,CIK0001103982
MGI,MONEYGRAM INTERNATONAL INC,MGI,CIK0001273931,MGI,CIK0001273931
MNPR,MONOPAR THERAPEUTICS INC COM,MNPR,CIK0001645469,MNPR,CIK0001645469
MRCC,MONROE CAP CORP COM,MRCC,CIK0001512931,MRCC,CIK0001512931
MNST,MONSTER BEVERAGE CORP NEW,MNST,CIK0000865752,MNST,CIK0000865752
MNTK,MONTAUK RENEWABLES INC (DE),MNTK,CIK0001826600,MNTK,CIK0001826600
GLUE,MONTE ROSA THERAPEUTICS INC CO,GLUE,CIK0001826457,GLUE,CIK0001826457
MEG,MONTROSE ENVIRONMENTAL GROUP I,MEG,CIK0001643615,MEG,CIK0001643615
MLTX,MOONLAKE IMMUNOTHERAPEUTICS CO,MLTX,CIK0001821586,MLTX,CIK0001821586
MORF,MORPHIC HLDG INC COM,MORF,CIK0001679363,MORF,CIK0001679363
MOR,MORPHOSYS AG SPONSORED ADS (DE,MOR,CIK0001340243,MOR,CIK0001340243
MOS,MOSAIC COMPANY (HLDG COM) NEW ,MOS,CIK0001285785,MOS,CIK0001285785
MPAA,MOTORCAR PTS AMER INC,MPAA,CIK0000918251,MPAA,CIK0000918251
MSGM,MOTORSPORT GAMES INC CL A NEW ,MSGM,CIK0001821175,MSGM,CIK0001821175
MOTS,MOTUS GI HLDGS INC COM NEW (DE,MOTS,CIK0001686850,MOTS,CIK0001686850
MITQ,MOVING IMAGE TECHNOLOGIES INC ,MITQ,CIK0001770236,MITQ,CIK0001770236
MPLN,MULTIPLAN CORP CL A,MPLN,CIK0001793229,MPLN,CIK0001793229
MUSA,MURPHY USA INC COM STK (DE),MUSA,CIK0001573516,MUSA,CIK0001573516
OTLC,ONCOTELIC THERAPEUTICS INC,OTLC,CIK0000908259,OTLC,CIK0000908259
MYSZ,MY SIZE INC COM PAR $0.001(DE),MYSZ,CIK0001211805,MYSZ,CIK0001211805
MYE,MYERS INDUSTRIES INC.,MYE,CIK0000069488,MYE,CIK0000069488
MYGN,MYRIAD GENETICS INC,MYGN,CIK0000899923,MYGN,CIK0000899923
MYMD,MYMD PHARMACEUTICALS INC COM (,MYMD,CIK0001321834,MYMD,CIK0001321834
MYO,MYOMO INC COM NEW(DE),MYO,CIK0001369290,MYO,CIK0001369290
NCR,NCR CORPORATION,NCR,CIK0000070866,NCR,CIK0000070866
NIO,NIO INC ADS,NIO,CIK0001736541,NIO,CIK0001736541
NL,NL INDUSTRIES INC NEW,NL,CIK0000072162,NL,CIK0000072162
NMIH,NMI HLDGS INC CL A COM STK (DE,NMIH,CIK0001547903,NMIH,CIK0001547903
NSTS,NSTS BANCORP INC,NSTS,CIK0001881592,NSTS,CIK0001881592
NRG,NRG ENERGY INC,NRG,CIK0001013871,NRG,CIK0001013871
NRXP,NRX PHARMACEUTICALS INC COM (D,NRXP,CIK0001719406,NRXP,CIK0001719406
NRXPW,NRX PHARMACEUTICALS INC WT EXP,NRXPW,CIK0001719406,NRXPW,CIK0001719406
NOV,NOV INC COM,NOV,CIK0001021860,NOV,CIK0001021860
NAAS,NAAS TECHNOLOGY INC SPONSRED A,NAAS,CIK0001712178,NAAS,CIK0001712178
NANX,NAMPHASE TECHNOLOGIES CORP,NANX,CIK0000883107,NANX,CIK0000883107
NNDM,NANO DIMENSION LTD SPONSORED A,NNDM,CIK0001643303,NNDM,CIK0001643303
NSTG,NANOSTRING TECHNOLOGIES INC CO,NSTG,CIK0001401708,NSTG,CIK0001401708
NBHC,NATIONAL BK HLDGS CORP CLASS A,NBHC,CIK0001475841,NBHC,CIK0001475841
NKSH,NATL BANKSHARES INC VA,NKSH,CIK0000796534,NKSH,CIK0000796534
FIZZ,NATIONAL BEVERAGE CORP,FIZZ,CIK0000069891,FIZZ,CIK0000069891
NCMI,"NATIONAL CINEMEDIA, INC. COM S",NCMI,CIK0001377630,NCMI,CIK0001377630
NFG,NATIONAL FUEL GAS CO N.J.,NFG,CIK0000070145,NFG,CIK0000070145
NHI,NATL HEALTH INVESTORS INC,NHI,CIK0000877860,NHI,CIK0000877860
NTCO,NATURA &CO HLDG S A ADR (BRA) ,NTCO,CIK0001776967,NTCO,CIK0001776967
NGS,NATURAL GAS SERVICES GROUP,NGS,CIK0001084991,NGS,CIK0001084991
NRP,NATURAL RESOURCE PARTNERS L P ,NRP,CIK0001171486,NRP,CIK0001171486
NWG,NATWEST GROUP PLC SPONSORED AD,NWG,CIK0000844150,NWG,CIK0000844150
NAUT,NAUTILUS BIOTECHNOLOGY INC,NAUT,CIK0001808805,NAUT,CIK0001808805
KITT,NAUTICUS ROBOTICS INC COM(DE) ,KITT,CIK0001849820,KITT,CIK0001849820
NAVB,NAVIDEA BIOPHARMACEUTICALS INC,NAVB,CIK0000810509,NAVB,CIK0000810509
NCNO,NCINO INC NEW COM (DE),NCNO,CIK0001902733,NCNO,CIK0001902733
NKTR,NEKTAR THERAPEUTICS,NKTR,CIK0000906709,NKTR,CIK0000906709
NLTX,NEOLEUKIN THERAPEUTICS INC COM,NLTX,CIK0001404644,NLTX,CIK0001404644
NEOG,NEOGEN CORP,NEOG,CIK0000711377,NEOG,CIK0000711377
NEON,NEONODE INC COM PAR $0.001,NEON,CIK0000087050,NEON,CIK0000087050
NEOV,NEOVOLTA INC,NEOV,CIK0001748137,NEOV,CIK0001748137
NEPT,NEPTUNE WELLNESS SOLUTIONS INC,NEPT,CIK0001401395,NEPT,CIK0001401395
NRDY,NERDY INC CL A (DE),NRDY,CIK0001819404,NRDY,CIK0001819404
LSAK,"LESAKA TECHNOLOGIES, INC. COMM",LSAK,CIK0001041514,LSAK,CIK0001041514
NFLX,NETFLIX COM INC,NFLX,CIK0001065280,NFLX,CIK0001065280
NCPL,NETCAPITAL INC COM (UT),NCPL,CIK0001414767,NCPL,CIK0001414767
NTCT,NETSCOUT SYSTEMS INC,NTCT,CIK0001078075,NTCT,CIK0001078075
NBW,NEUBERGER BERMAN CALIF MUNI FD,NBW,CIK0001178840,NBW,CIK0001178840
NBH,NEUBERGER BERMAN MUNI FD INC,NBH,CIK0001178839,NBH,CIK0001178839
NBIX,NEUROCRINE BIOSCIENCES INC,NBIX,CIK0000914475,NBIX,CIK0000914475
NHS,NEUBERGER BERMAN HIGH YID STRA,NHS,CIK0001487610,NHS,CIK0001487610
NPCE,NEUROPACE INC COM (DE),NPCE,CIK0001528287,NPCE,CIK0001528287
NML,NEUBERGER BERMAN MLP AND ENERG,NML,CIK0001562051,NML,CIK0001562051
NMTC,NEUROONE MED TECHNOLOGIES CORP,NMTC,CIK0001500198,NMTC,CIK0001500198
NRBO,NEUROBO PHARMACEUTICALS INC CO,NRBO,CIK0001638287,NRBO,CIK0001638287
GBR,NEW CONCEPT ENERGY INC (DE),GBR,CIK0000105744,GBR,CIK0000105744
NEN,NEW ENGLAND RLTY L.P. DEP RECP,NEN,CIK0000746514,NEN,CIK0000746514
NFE,NEW FORTRESS ENERGY INC. CLASS,NFE,CIK0001749723,NFE,CIK0001749723
NGD,NEW GOLD INC,NGD,CIK0000800166,NGD,CIK0000800166
IRL,"THE NEW IRELAND FUND, INC.",IRL,CIK0000858707,IRL,CIK0000858707
EDU,NEW ORIENTAL EDUCATION & TECH ,EDU,CIK0001372920,EDU,CIK0001372920
NPAB,NEW PROVIDENCE ACQUISITION COR,NPAB,CIK0001837929,NPAB,CIK0001837929
NYCB,NEW YORK COMM BANCORP INC,NYCB,CIK0000910073,NYCB,CIK0000910073
NYMTN,NEW YORK MTG TR INC RED PFD SE,NYMTN,CIK0001273685,NYMTN,CIK0001273685
NBST,NEWBURY STR ACQUISITION CORP C,NBST,CIK0001831978,NBST,CIK0001831978
NWL,NEWELL BRANDS INC,NWL,CIK0000814453,NWL,CIK0000814453
NEWH,NEWHYDROGEN INC,NEWH,CIK0001371128,NEWH,CIK0001371128
NLCP,NEWLAKE CAP PARTNERS INC,NLCP,CIK0001854964,NLCP,CIK0001854964
NMRK,NEWMARK GROUP INC CL A COM,NMRK,CIK0001690680,NMRK,CIK0001690680
NEWT,NEWTEKONE INC COM NEW,NEWT,CIK0001587987,NEWT,CIK0001587987
NEX,NEXTIER OILFIELD SOLUTIONS INC,NEX,CIK0001688476,NEX,CIK0001688476
NXST,"NEXSTAR MEDIA GROUP, INC. COMM",NXST,CIK0001142417,NXST,CIK0001142417
NEE,NEXTERA ENERGY INC COM,NEE,CIK0000753308,NEE,CIK0000753308
NXE,NEXGEN ENERGY LTD COM (CDA),NXE,CIK0001698535,NXE,CIK0001698535
NXRT,NEXPOINT RESIDENTIAL TRUST INC,NXRT,CIK0001620393,NXRT,CIK0001620393
NEXT,NEXTDECADE CORP,NEXT,CIK0001612720,NEXT,CIK0001612720
NXGN,NEXTGEN HEALTHCARE INC SHS,NXGN,CIK0000708818,NXGN,CIK0000708818
NXGL,NEXGEL INC COM (DE),NXGL,CIK0001468929,NXGL,CIK0001468929
NXTP,NEXTPLAY TECHNOLOGIES INC COM ,NXTP,CIK0001372183,NXTP,CIK0001372183
NXL,NEXALIN TECHNOLOGY INC COM NEW,NXL,CIK0001527352,NXL,CIK0001527352
NEXCF,NEXTECH AR SOLUTIONS CORP NEW ,NEXCF,CIK0001737270,NEXCF,CIK0001737270
KIND,"NEXTDOOR HOLDINGS, INC. CL A",KIND,CIK0001846069,KIND,CIK0001846069
NN,NEXTNAV INC COM (DE),NN,CIK0001865631,NN,CIK0001865631
NNAVW,NEXTNAV INC WT EXP,NNAVW,CIK0001865631,NNAVW,CIK0001865631
NICE,NICE LTD SPONSORED ADR,NICE,CIK0001003935,NICE,CIK0001003935
NICK,NICHOLAS FINL INC (F),NICK,CIK0001000045,NICK,CIK0001000045
NIC,NICOLET BANKSHARES INC COM (WI,NIC,CIK0001174850,NIC,CIK0001174850
NKE,NIKE INC CL-B,NKE,CIK0000320187,NKE,CIK0000320187
NKLA,NIKOLA CORP COM,NKLA,CIK0001731289,NKLA,CIK0001731289
NGTF,NIGHTFOOD HLDGS INC,NGTF,CIK0001593001,NGTF,CIK0001593001
JFU,9F INC SPONSORED ADS NEW (CYM),JFU,CIK0001619544,JFU,CIK0001619544
MASS,908 DEVICES INC,MASS,CIK0001555279,MASS,CIK0001555279
NI,NISOURCE INC (HOLDING CO),NI,CIK0001111711,NI,CIK0001111711
NIU,NIU TECHNOLOGIES ADR (CYM),NIU,CIK0001744781,NIU,CIK0001744781
NOAH,NOAH HLDGS LTD SPON ADS (CYM)(,NOAH,CIK0001499543,NOAH,CIK0001499543
NOK,NOKIA CORP ADS (REP 1 SHARE),NOK,CIK0000924613,NOK,CIK0000924613
NNUP,NOCOPI TECHNOLOGIES INC MD COM,NNUP,CIK0000888981,NNUP,CIK0000888981
NOGN,NOGIN INC COM NEW,NOGN,CIK0001841800,NOGN,CIK0001841800
NMR,NOMURA HLDGS ADS ( 1 SH COM),NMR,CIK0001163653,NMR,CIK0001163653
JWN,NORDSTROM,JWN,CIK0000072333,JWN,CIK0000072333
NOA,NORTH AMERN CONSTR GROUP LTD C,NOA,CIK0001368519,NOA,CIK0001368519
NAK,NORTHERN DYNASTY MINERALS LTD ,NAK,CIK0001164771,NAK,CIK0001164771
SECT,NORTHERN LTS FD TR IV,SECT,CIK0000925661,SECT,CIK0000925661
NOG,"NORTHERN OIL AND GAS, INC. COM",NOG,CIK0001104485,NOG,CIK0001104485
NTRS,NORTHERN TRUST CORP,NTRS,CIK0000073124,NTRS,CIK0000073124
NTRSO,NORTHERN TR CORP DEP SHS REPST,NTRSO,CIK0000073124,NTRSO,CIK0000073124
NFBK,NORTHFIELD BANCORP INC,NFBK,CIK0001493225,NFBK,CIK0001493225
NVACR,NORTHVIEW ACQUISITION CORP RT ,NVACR,CIK0001859807,NVACR,CIK0001859807
MNSO,MINISO GROUP HLDG LTD SPONSORE,MNSO,CIK0001815846,MNSO,CIK0001815846
NOVT,NOVANTA INC COM,NOVT,CIK0001076930,NOVT,CIK0001076930
NVAX,NOVAVAX INC COM NEW (DE),NVAX,CIK0001000694,NVAX,CIK0001000694
XSNX,NOVACCESS GLOBAL INC,XSNX,CIK0001039466,XSNX,CIK0001039466
NVX,NOVONIX LTD SPONSORED ADS (AUS,NVX,CIK0001859795,NVX,CIK0001859795
NVOS,NOVO INTEGRATED SCIENCES INC,NVOS,CIK0001138978,NVOS,CIK0001138978
NUS,NU SKIN ENTERPRISES INC CL-A,NUS,CIK0001021561,NUS,CIK0001021561
NCNA,NUCANA PLC SPONSORED ADR RPST ,NCNA,CIK0001709626,NCNA,CIK0001709626
NTNX,NUTANIX INC,NTNX,CIK0001618732,NTNX,CIK0001618732
JRO,NUVEEN FLOATING RATE INCOME OP,JRO,CIK0001289213,JRO,CIK0001289213
BXMX,NUVEEN S&P 500 BUY-WRITE INCOM,BXMX,CIK0001298699,BXMX,CIK0001298699
NMI,NUVEEN MUNICIPAL INCOME FUND,NMI,CIK0000830271,NMI,CIK0000830271
NPV,NUVEEN VA QUALITY MUN INCOME F,NPV,CIK0000897421,NPV,CIK0000897421
NRK,NUVEEN NEW YORK AMT-FREE QUALI,NRK,CIK0001195739,NRK,CIK0001195739
NVDA,NVIDIA CORP,NVDA,CIK0001045810,NVDA,CIK0001045810
NAD,NUVEEN QUALITY MUNICIPAL INCOM,NAD,CIK0001083839,NAD,CIK0001083839
NAC,NUVEEN CALIFORNIA QUALITY MUNI,NAC,CIK0001074952,NAC,CIK0001074952
NMCO,NUVEEN MUN CR OPPORTUNITIES FD,NMCO,CIK0001774342,NMCO,CIK0001774342
NSL,NUVEEN SR INCOME FD SBI,NSL,CIK0001093428,NSL,CIK0001093428
NMZ,NUVEEN MUNICIPAL HIGH INCOME O,NMZ,CIK0001266585,NMZ,CIK0001266585
NXJ,NUVEEN NEW JERSEY QUALITY MUN ,NXJ,CIK0001087786,NXJ,CIK0001087786
QQQX,NUVEEN NASDAQ 100 DYNAMIC OVER,QQQX,CIK0001608741,QQQX,CIK0001608741
NZF,NUVEEN MUN CR INCOME FD COM (M,NZF,CIK0001137887,NZF,CIK0001137887
NUVL,NUVALENT INC CL A (DE),NUVL,CIK0001861560,NUVL,CIK0001861560
JRS,NUVEEN REAL ESTATE INCOME FD,JRS,CIK0001158289,JRS,CIK0001158289
NVG,NUVEEN AMT-FREE MUN CR INCOME ,NVG,CIK0001090116,NVG,CIK0001090116
JPC,NUVEEN PFD & INC OPPORTUNITIES,JPC,CIK0001216583,JPC,CIK0001216583
JQC,NUVEEN CREDIT STRATEGIES INCOM,JQC,CIK0001227476,JQC,CIK0001227476
NUZE,NUZEE INC COM PAR $0.00001(NV),NUZE,CIK0001527613,NUZE,CIK0001527613
JLS,NUVEEN MORTGAGE AND INCOME FUN,JLS,CIK0001472215,JLS,CIK0001472215
NBB,NUVEEN TAXABLE MUNICIPAL INCOM,NBB,CIK0001478888,NBB,CIK0001478888
JRI,NUVEEN REAL ASSET INCOME &,JRI,CIK0001539337,JRI,CIK0001539337
JPI,NUVEEN PFD & INCOME TERM FD,JPI,CIK0001547994,JPI,CIK0001547994
JMM,NUVEEN MULTI-MKT INCOME FD COM,JMM,CIK0000838131,JMM,CIK0000838131
NVEI,NUVEI CORP COM (CANADA),NVEI,CIK0001765159,NVEI,CIK0001765159
JHAA,NUVEEN CORPORATE INCOME 2023 T,JHAA,CIK0001753217,JHAA,CIK0001753217
SMR,NUSCALE PWR CORP,SMR,CIK0001822966,SMR,CIK0001822966
NUTX,NUTEX HEALTH INC COM,NUTX,CIK0001479681,NUTX,CIK0001479681
NDMO,NUVEEN DYNAMIC MUNICIPAL OPPOR,NDMO,CIK0001793129,NDMO,CIK0001793129
NVVE,NUVVE HOLDING CORP. COM,NVVE,CIK0001836875,NVVE,CIK0001836875
NPCT,NUVEEN CORE PLUS IMPACT FD COM,NPCT,CIK0001835068,NPCT,CIK0001835068
NUVB,NUVATION BIO INC CL A (DE),NUVB,CIK0001811063,NUVB,CIK0001811063
NVCT,NUVECTIS PHARMA INC,NVCT,CIK0001875558,NVCT,CIK0001875558
NTRBW,NUTRIBAND INC WT EXP,NTRBW,CIK0001676047,NTRBW,CIK0001676047
NUV,NUVEEN MUNICIPAL VALUE FUND,NUV,CIK0000812801,NUV,CIK0000812801
OSIS,OSI SYSTEMS INC COM STK (DE),OSIS,CIK0001039065,OSIS,CIK0001039065
OPBK,OP BANCORP COM,OPBK,CIK0001722010,OPBK,CIK0001722010
OCCIO,OFS CR CO INC PFD STK SER C 6.,OCCIO,CIK0001716951,OCCIO,CIK0001716951
NUWE,NUWELLIS INC COM NEW(DE),NUWE,CIK0001506492,NUWE,CIK0001506492
OSH,"OAK STREET HEALTH, INC. (DE)",OSH,CIK0001564406,OSH,CIK0001564406
OBE,OBSIDIAN ENERGY LTD COM NEW (C,OBE,CIK0001334388,OBE,CIK0001334388
OXY,OCCIDENTAL PETROLEUM CORP,OXY,CIK0000797468,OXY,CIK0000797468
OCUL,OCULAR THERAPEUTIX INC COM,OCUL,CIK0001393434,OCUL,CIK0001393434
OCGN,OCUGEN INC COM,OCGN,CIK0001372299,OCGN,CIK0001372299
OCUP,OCUPHIRE PHARMA INC COM,OCUP,CIK0001228627,OCUP,CIK0001228627
OMEX,ODYSSEY MARINE EXPL INC COM NE,OMEX,CIK0000798528,OMEX,CIK0000798528
ODYY,ODYSSEY GROUP INTL I,ODYY,CIK0001626644,ODYY,CIK0001626644
OPI,OFFICE PPTYS INCOME TR COM SHS,OPI,CIK0001456772,OPI,CIK0001456772
OPAD,OFFERPAD SOLUTIONS INC CL A (D,OPAD,CIK0001825024,OPAD,CIK0001825024
OIS,OIL STATES INTL INC,OIS,CIK0001121484,OIS,CIK0001121484
OKYO,OKYO PHARMA LTD SPONSORED ADR ,OKYO,CIK0001849296,OKYO,CIK0001849296
OLPX,OLAPLEX HLDGS INC COM,OLPX,CIK0001868726,OLPX,CIK0001868726
ONBPP,OLD NATL BANCORP IND,ONBPP,CIK0000707179,ONBPP,CIK0000707179
ONBPO,OLD NATL BANCORP IND NEW DEPO ,ONBPO,CIK0000707179,ONBPO,CIK0000707179
ONB,OLD NATL BANCORP (IND),ONB,CIK0000707179,ONB,CIK0000707179
ORI,OLD REPUBLIC INTL CORP,ORI,CIK0000074260,ORI,CIK0000074260
OLMA,OLEMA PHARMACEUTICALS INC COM ,OLMA,CIK0001750284,OLMA,CIK0001750284
OLN,OLIN CORP NEW,OLN,CIK0000074303,OLN,CIK0000074303
OLK,OLINK HLDG AB SPONSORED ADS (S,OLK,CIK0001835539,OLK,CIK0001835539
OLO,OLO INC CL A,OLO,CIK0001431695,OLO,CIK0001431695
ZEUS,OLYMPIC STEEL INC,ZEUS,CIK0000917470,ZEUS,CIK0000917470
OHI,OMEGA HEALTHCARE INVESTORS INC,OHI,CIK0000888491,OHI,CIK0000888491
OFLX,OMEGA FLEX INC COM,OFLX,CIK0001317945,OFLX,CIK0001317945
OMCL,OMNICELL INC,OMCL,CIK0000926326,OMCL,CIK0000926326
OMER,OMEROS CORPORATION COM STK,OMER,CIK0001285819,OMER,CIK0001285819
ONTX,ONCONOVA THERAPEUTICS INC COM ,ONTX,CIK0001130598,ONTX,CIK0001130598
ONDS,ONDAS HLDGS INC,ONDS,CIK0001646188,ONDS,CIK0001646188
